Unnamed: 0,text,place,uri,collector,area,lat,lon,GPTnorm
27312,Χρονιάρικον ταξείδιν είναι του ζευγά για πρώτα για ύστερα είν' τα κάνει δα;,Αμοργός,http://hdl.handle.net/20.500.11853/177548,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Χρονιάρικο ταξίδι είναι του ζευγά, για πρώτα ή ύστερα τι τα κάνει τώρα;"
25839,Σάν κάμ' ο κασσίδης μαλλιά,Αμοργός,http://hdl.handle.net/20.500.11853/270684,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Άμα κάνει ο κασσίδης μαλλιά
23636,Με του Καρναπά τα βουνά θα ζήσωμεν;,Αμοργός,http://hdl.handle.net/20.500.11853/177450,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Με τα Καρναπά τα βουνά θα ζήσουμε;
21033,"Γιά δέ κορμίν, κι΄ άπ΄ αζόηραν ήβγε ;",Αμοργός,http://hdl.handle.net/20.500.11853/144048,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Για δες κορμί, κι από ζωντανό βγήκε;"
21840,Εκαταντήθην ο Χριστός σ' ονούς παρά λιβάνι,Αμοργός,http://hdl.handle.net/20.500.11853/211302,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Κατάντησε ο Χριστός σε γαϊδούρια αντί για λιβάνι
22111,"Ευλογιά μπαίνει, ευλογιά βγαίνει",Αμοργός,http://hdl.handle.net/20.500.11853/161706,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Η ευλογιά μπαίνει, η ευλογιά βγαίνει"
22166,"Η αγάπη θέλει φρόνηση, θέλει ταπεινωσύνη, θέλει λαού πορπατιξιά, πουλιού γληορωσύνη",Αμοργός,http://hdl.handle.net/20.500.11853/144337,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Η αγάπη θέλει φρόνηση, θέλει ταπεινοσύνη, θέλει λαού περπατησιά, πουλιού γρηγοράδα"
20399,"Αν είχαμεν τυρί, δεν θα χρειαζούμεστεν προσφάϊ",Αμοργός,http://hdl.handle.net/20.500.11853/177868,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Αν είχαμε τυρί, δεν θα χρειαζόμασταν προσφάι"
23531,Μαύρος σαν το διάβολο,Αμοργός,http://hdl.handle.net/20.500.11853/279110,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Μαύρος σαν τον διάβολο
21586,Έχομεν κι' εμείς στον τοίχο ρούχα!,Αμοργός,http://hdl.handle.net/20.500.11853/162065,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Έχουμε κι εμείς στον τοίχο ρούχα!
21700,Είδες μ' από 'μπρος; δε με κι από πίσω,Αμοργός,http://hdl.handle.net/20.500.11853/144065,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Είδες με από μπροστά; δες με και από πίσω
18906,Αν ήκουε ο Θεός των κουρουνώ δε θα ΄μενε γάδαρος στο βουνό!,"Αμοργός, Χώρα",http://hdl.handle.net/20.500.11853/183214,"Ήμελλος, Στέφανος Δ.",Αμοργός,36.85252415,25.89848696771565,Αν άκουγε ο Θεός των κορακιών δε θα έμενε γάιδαρος στο βουνό!
19990,Άλλα 'ν' τ' άλλα κι' άλλο 'ν' του πουλιού το γάλα,Αμοργός,http://hdl.handle.net/20.500.11853/144303,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Άλλα είναι τ' άλλα κι άλλο είναι του πουλιού το γάλα
23986,"Να κάψω την καλύβα μου, για πείσμα των κουνούπων",Αμοργός,http://hdl.handle.net/20.500.11853/252049,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Να κάψω την καλύβα μου, για πείσμα των κουνουπιών"
24749,Όλα του λωλού λωλά 'ναι,Αμοργός,http://hdl.handle.net/20.500.11853/277158,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Όλα του τρελού τρελά είναι
21641,Εγώ γεννήθηκα πάνω στο δώμα,Αμοργός,http://hdl.handle.net/20.500.11853/162548,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Εγώ γεννήθηκα πάνω στη στέγη
21262,"Δεν θέλει ρύζι με νερό, μόνον νερόν με ρύζι",Αμοργός,http://hdl.handle.net/20.500.11853/251716,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Δεν θέλει ρύζι με νερό, μόνο νερό με ρύζι"
27181,Τώρα 'ναι τα χαμένα νερά,Αμοργός,http://hdl.handle.net/20.500.11853/285583,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,Τώρα είναι τα χαμένα νερά
20490,Αντόν δης Βοριάν και βρέχη κάτεχε χειμώναν έχει,Αμοργός,http://hdl.handle.net/20.500.11853/143808,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Άμα δεις Βοριά και βρέχει, να ξέρεις χειμώνα έχει."
24129,"Ξέρεις να κλέψης; Ξέρω. Άμε να κρύψης; Όχι. Δα, μηδέ να κλέψης δεν εξέρεις",Αμοργός,http://hdl.handle.net/20.500.11853/211470,"Ιωαννίδης, Εμμανουήλ",Αμοργός,36.85252415,25.89848696771565,"Ξέρεις να κλέψεις; Ξέρω. Πήγαινε να κρύψεις; Όχι. Τότε, ούτε να κλέψεις δεν ξέρεις."
