Unnamed: 0,text,place,uri,collector,area,lat,lon,normtext,GPTnorm
94601,Αλογάντ' εκάτσαν κ' οι γαϊδουράντ' εδούλεψαν,"Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/184254,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Αλογάντ' εκάτσαν κ' οι γαϊδουράντ' εδούλεψαν,Τα άλογα κάθισαν και οι γαϊδούρια δούλεψαν
95568,Ο Θεόν τερεί το ραχίν και θέκ' το χον!,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/184520,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Ο Θεόν τερεί το ραχίν και θέκ' το χον!,Ο Θεός κρατάει το λεπτό και αφήνει το χοντρό!
95873,Πολλά που παθάν' πολλά μαθάν,"Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/217328,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Πολλά που παθάν' πολλά μαθάν,Πολλά που έπαθαν πολλά έμαθαν
94560,Άφ' τον Άδη σκάνταλα εβγάλλει,"Πόντος, Ινέπολη",http://hdl.handle.net/20.500.11853/184389,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Άφ' τον Άδη σκάνταλα εβγάλλει,Άφησε τον Άδη σκάνδαλα βγάζει
3441,Η μάννα εν γλυκίν κρασίν έμνοσιον παξιμάντιν που πίνει άτο ξα κι μεθά που τρώγει α κι χορτάζει,Πόντος,http://hdl.handle.net/20.500.11853/203334,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Η μάννα εὶναι γλυκίν κρασίν έμνοσιον παξιμάντιν που πίνει άτο ξα κι μεθά που τρώγει α κι χορτάζει,"Η μάνα είναι γλυκό κρασί, ευλογημένο παξιμάδι που πίνει αυτό και δεν μεθά, που τρώει αυτό και χορταίνει."
94713,Ας ση γειτονεία σ' σύντροφον κι ας σ' οσπίτι σ' αζούχ!,"Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/184342,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Ας ση γειτονεία σ' σύντροφον κι ας σ' οσπίτι σ' αζούχ!,Ας στη γειτονιά σου σύντροφο κι ας στο σπίτι σου εχθρό!
95796,Ούμπαν πας η οκά τετρακόσα τράμα έν΄,"Πόντος, Τραπεζούντα",http://hdl.handle.net/20.500.11853/217312,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Ούμπαν πας η οκά τετρακόσα τράμα έν΄,Όπου πας η οκά τετρακόσια δράμια είναι.
77795,Όθεν παν κι άλλο κ' έρχουνταν,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/206810,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Όθεν παν κι άλλο κ' έρχουνταν,Όπου πάνε κι άλλο δεν έρχονται.
3674,Ο διάβολον δουλείαν κ΄είσεν εγάμνεν τα παιδιά,Πόντος,http://hdl.handle.net/20.500.11853/164609,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Ο διάβολον δουλείαν κ΄είσεν εγάμνεν τα παιδιά,"Ο διάβολος δουλειά δεν είχε, παντρεύει τα παιδιά."
95137,"Η γλώσσα ζογρό γερτέ τσείται, κλαδία, τζατζία κ' έχ'","Πόντος, Σάντα",http://hdl.handle.net/20.500.11853/184065,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Η γλώσσα ζογρό γερτέ τσείται, κλαδία, τζατζία κ' έχ'","Η γλώσσα ζωντανό δέντρο τρανό, κλαδιά, φυλλωσιές έχει."
96041,"Τ' οχτώ ους να 'κι δις, τ' εννέα 'κ' απορείς να παίρτς","Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/217511,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Τ' οχτώ ους να 'κι δις, τ' εννέα 'κ' απορείς να παίρτς","Το οχτώ αν δεν δεις, το εννέα μη απορείς να πάρεις."
77994,Τσί θα φορεί κι αντρίζ';,"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/153653,"Μελανοφρύδης, Παντελεήμον Η.",Πόντος,40.0850088,23.9775837,Τσί θα φορεί κι αντρίζ';,Τι θα φοράει και θα αντρειεύει;
96224,Το κόκκινον την Πέφτ',"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/244158,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Το κόκκινον την Πέφτ',Το κόκκινο την Πέμπτη.
96112,Τη γυναίκαν είπαν ατεν ο γουρζουλάς παιδιά μοιράζ''. Τ' εμόν μ' επαίρ'νεν' είπεν και τ' εκεινού λαζούμ' κ' έτον',"Πόντος, Χαλδία",http://hdl.handle.net/20.500.11853/244001,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,Τη γυναίκαν είπαν ατεν ο γουρζουλάς παιδιά μοιράζ''. Τ' εμόν μ' επαίρ'νεν' είπεν και τ' εκεινού λαζούμ' κ' έτον',"Τη γυναίκα την είπαν ότι ο γουρζουλάς παιδιά μοιράζει. Το δικό μου έπαιρνε, είπε, και το δικό του λάζωνε και ήταν."
4108,Το κολογκύθιν 'ς εμόν ρο κεφάλιν έσπασεν,Πόντος,http://hdl.handle.net/20.500.11853/264055,"Βαλαβάνης, Ι.",Πόντος,40.0850088,23.9775837,Το κολογκύθιν 'ς εμόν ρο κεφάλιν έσπασεν,Η κολοκύθα στο δικό μου κεφάλι έσπασε
96186,"Το δώσ' μ' α δώσ' μ' α έμαθεν, το να 'κ' επεγροικίστεν","Πόντος, Τραπεζούντα",http://hdl.handle.net/20.500.11853/184759,"Παπαδόπουλος, Άνθιμος Α.",Πόντος,40.0850088,23.9775837,"Το δώσ' μ' α δώσ' μ' α έμαθεν, το να 'κ' επεγροικίστεν","Το δώσε μου, δώσε μου έμαθε, το ένα δεν κατάλαβε."
